title,detail,dueAt,isComplete
"Walk the dog 97","Buy milk, eggs, bread, and vegetables.","",false
"Prepare presentation 97","Call to catch up and discuss plans.","",true
"Code review 97","Check and approve pending pull requests.","",true
"Database migration 97","Update API documentation with new endpoints.","",false
"Feed the fish 98","Fix critical bugs reported by users.","2026-07-07T04:00:00.000Z",false
"Wash my clothes 98","Write unit tests for new features.","",false
"Buy groceries 98","Deploy latest version to production.","",true
"Call mom 98","Backup all important database records.","",false
"Review pull requests 98","Schedule meeting with team leads.","",false
"Update documentation 98","Send follow-up email to clients.","2026-11-11T05:00:00.000Z",false
"Fix bugs 98","Pay rent and utility bills.","",false
"Write tests 98","Deep clean the house.","",false
"Deploy application 98","Go for a 30-minute jog or run.","",false
"Backup database 98","Finish reading current book.","",true
"Schedule meeting 98","Learn React or Vue.js fundamentals.","2026-11-29T05:00:00.000Z",true
"Send email 98","Organize project files and folders.","",false
"Pay bills 98","Update resume with recent projects.","",false
"Clean house 98","Book flights and hotel for vacation.","",false
"Exercise 98","Water indoor plants.","",true
"Read book 98","Take dog for a walk in the park.","2026-12-13T05:00:00.000Z",false
"Learn new skill 98","Create slides for presentation.","",false
"Organize files 98","Review code for security issues.","",false
"Update resume 98","Migrate data to new database.","",true
"Plan vacation 98","","",false
"Water plants 98","The fish is hungry so give him some food.","2026-01-30T05:00:00.000Z",false
"Walk the dog 98","Need to wash all dirty clothes before Friday.","",false
"Prepare presentation 98","Buy milk, eggs, bread, and vegetables.","",false
"Code review 98","Call to catch up and discuss plans.","",false
"Database migration 98","Check and approve pending pull requests.","",false
"Feed the fish 99","Update API documentation with new endpoints.","2026-11-22T05:00:00.000Z",true
"Wash my clothes 99","Fix critical bugs reported by users.","",false
"Buy groceries 99","Write unit tests for new features.","",true
"Call mom 99","Deploy latest version to production.","",false
"Review pull requests 99","Backup all important database records.","",true
"Update documentation 99","Schedule meeting with team leads.","2026-11-10T05:00:00.000Z",false
"Fix bugs 99","Send follow-up email to clients.","",false
"Write tests 99","Pay rent and utility bills.","",false
"Deploy application 99","Deep clean the house.","",false
"Backup database 99","Go for a 30-minute jog or run.","",true
"Schedule meeting 99","Finish reading current book.","2026-12-05T05:00:00.000Z",false
"Send email 99","Learn React or Vue.js fundamentals.","",false
"Pay bills 99","Organize project files and folders.","",false
"Clean house 99","Update resume with recent projects.","",true
"Exercise 99","Book flights and hotel for vacation.","",true
"Read book 99","Water indoor plants.","2026-04-18T04:00:00.000Z",false
"Learn new skill 99","Take dog for a walk in the park.","",false
"Organize files 99","Create slides for presentation.","",true
"Update resume 99","Review code for security issues.","",false
"Plan vacation 99","Migrate data to new database.","",true
"Water plants 99","","2026-12-22T05:00:00.000Z",true
"Walk the dog 99","The fish is hungry so give him some food.","",false
"Prepare presentation 99","Need to wash all dirty clothes before Friday.","",false
"Code review 99","Buy milk, eggs, bread, and vegetables.","",false
"Database migration 99","Call to catch up and discuss plans.","",true
"Feed the fish 100","Check and approve pending pull requests.","2026-08-03T04:00:00.000Z",false
"Wash my clothes 100","Update API documentation with new endpoints.","",true
"Buy groceries 100","Fix critical bugs reported by users.","",false
"Call mom 100","Write unit tests for new features.","",false
"Review pull requests 100","Deploy latest version to production.","",false
"Update documentation 100","Backup all important database records.","2026-03-04T05:00:00.000Z",false
"Fix bugs 100","Schedule meeting with team leads.","",false
"Write tests 100","Send follow-up email to clients.","",false
"Deploy application 100","Pay rent and utility bills.","",false
"Backup database 100","Deep clean the house.","",true
"Schedule meeting 100","Go for a 30-minute jog or run.","2026-02-16T05:00:00.000Z",false
"Send email 100","Finish reading current book.","",false
"Pay bills 100","Learn React or Vue.js fundamentals.","",false
"Clean house 100","Organize project files and folders.","",false
"Exercise 100","Update resume with recent projects.","",true
"Read book 100","Book flights and hotel for vacation.","2026-06-19T04:00:00.000Z",false
"Learn new skill 100","Water indoor plants.","",false
"Organize files 100","Take dog for a walk in the park.","",false
"Update resume 100","Create slides for presentation.","",false
"Plan vacation 100","Review code for security issues.","",true
"Water plants 100","Migrate data to new database.","2026-01-03T05:00:00.000Z",true
"Walk the dog 100","","",true
"Prepare presentation 100","The fish is hungry so give him some food.","",false
"Code review 100","Need to wash all dirty clothes before Friday.","",true
"Database migration 100","Buy milk, eggs, bread, and vegetables.","",false
"Feed the fish 101","Call to catch up and discuss plans.","2026-01-11T05:00:00.000Z",false
"Wash my clothes 101","Check and approve pending pull requests.","",true
"Buy groceries 101","Update API documentation with new endpoints.","",false
"Call mom 101","Fix critical bugs reported by users.","",false
"Review pull requests 101","Write unit tests for new features.","",false
"Update documentation 101","Deploy latest version to production.","2026-08-11T04:00:00.000Z",true
"Fix bugs 101","Backup all important database records.","",false
"Write tests 101","Schedule meeting with team leads.","",false
"Deploy application 101","Send follow-up email to clients.","",false
"Backup database 101","Pay rent and utility bills.","",false
"Schedule meeting 101","Deep clean the house.","2026-04-29T04:00:00.000Z",true
"Send email 101","Go for a 30-minute jog or run.","",true
"Pay bills 101","Finish reading current book.","",false
"Clean house 101","Learn React or Vue.js fundamentals.","",false
"Exercise 101","Organize project files and folders.","",false
"Read book 101","Update resume with recent projects.","2026-05-06T04:00:00.000Z",true
"Learn new skill 101","Book flights and hotel for vacation.","",false
"Organize files 101","Water indoor plants.","",false
"Update resume 101","Take dog for a walk in the park.","",false
"Plan vacation 101","Create slides for presentation.","",true
"Water plants 101","Review code for security issues.","2026-04-15T04:00:00.000Z",true
"Walk the dog 101","Migrate data to new database.","",false
"Prepare presentation 101","","",false
"Code review 101","The fish is hungry so give him some food.","",false
"Database migration 101","Need to wash all dirty clothes before Friday.","",false
"Feed the fish 102","Buy milk, eggs, bread, and vegetables.","2026-12-09T05:00:00.000Z",true
"Wash my clothes 102","Call to catch up and discuss plans.","",true
"Buy groceries 102","Check and approve pending pull requests.","",false
"Call mom 102","Update API documentation with new endpoints.","",false
"Review pull requests 102","Fix critical bugs reported by users.","",false
"Update documentation 102","Write unit tests for new features.","2026-03-17T04:00:00.000Z",false
"Fix bugs 102","Deploy latest version to production.","",false
"Write tests 102","Backup all important database records.","",false
"Deploy application 102","Schedule meeting with team leads.","",false
"Backup database 102","Send follow-up email to clients.","",false
"Schedule meeting 102","Pay rent and utility bills.","2026-12-21T05:00:00.000Z",false
"Send email 102","Deep clean the house.","",false
"Pay bills 102","Go for a 30-minute jog or run.","",true
"Clean house 102","Finish reading current book.","",false
"Exercise 102","Learn React or Vue.js fundamentals.","",false
"Read book 102","Organize project files and folders.","2026-07-06T04:00:00.000Z",false
"Learn new skill 102","Update resume with recent projects.","",false
"Organize files 102","Book flights and hotel for vacation.","",false
"Update resume 102","Water indoor plants.","",true
"Plan vacation 102","Take dog for a walk in the park.","",false
"Water plants 102","Create slides for presentation.","2026-11-08T05:00:00.000Z",true
"Walk the dog 102","Review code for security issues.","",false
"Prepare presentation 102","Migrate data to new database.","",true
"Code review 102","","",true
"Database migration 102","The fish is hungry so give him some food.","",false
"Feed the fish 103","Need to wash all dirty clothes before Friday.","2026-03-09T04:00:00.000Z",false
"Wash my clothes 103","Buy milk, eggs, bread, and vegetables.","",true
"Buy groceries 103","Call to catch up and discuss plans.","",false
"Call mom 103","Check and approve pending pull requests.","",false
"Review pull requests 103","Update API documentation with new endpoints.","",false
"Update documentation 103","Fix critical bugs reported by users.","2026-04-24T04:00:00.000Z",false
"Fix bugs 103","Write unit tests for new features.","",false
"Write tests 103","Deploy latest version to production.","",false
"Deploy application 103","Backup all important database records.","",true
"Backup database 103","Schedule meeting with team leads.","",true
"Schedule meeting 103","Send follow-up email to clients.","2026-11-02T05:00:00.000Z",false
"Send email 103","Pay rent and utility bills.","",false
"Pay bills 103","Deep clean the house.","",false
"Clean house 103","Go for a 30-minute jog or run.","",false
"Exercise 103","Finish reading current book.","",false
"Read book 103","Learn React or Vue.js fundamentals.","2026-12-27T05:00:00.000Z",true
"Learn new skill 103","Organize project files and folders.","",true
"Organize files 103","Update resume with recent projects.","",false
"Update resume 103","Book flights and hotel for vacation.","",false
"Plan vacation 103","Water indoor plants.","",false
"Water plants 103","Take dog for a walk in the park.","2026-05-28T04:00:00.000Z",false
"Walk the dog 103","Create slides for presentation.","",true
"Prepare presentation 103","Review code for security issues.","",false
"Code review 103","Migrate data to new database.","",false
"Database migration 103","","",true
"Feed the fish 104","The fish is hungry so give him some food.","2026-08-10T04:00:00.000Z",false
"Wash my clothes 104","Need to wash all dirty clothes before Friday.","",true
"Buy groceries 104","Buy milk, eggs, bread, and vegetables.","",false
"Call mom 104","Call to catch up and discuss plans.","",false
"Review pull requests 104","Check and approve pending pull requests.","",false
"Update documentation 104","Update API documentation with new endpoints.","2026-01-30T05:00:00.000Z",false
"Fix bugs 104","Fix critical bugs reported by users.","",false
"Write tests 104","Write unit tests for new features.","",false
"Deploy application 104","Deploy latest version to production.","",false
"Backup database 104","Backup all important database records.","",false
"Schedule meeting 104","Schedule meeting with team leads.","2026-02-12T05:00:00.000Z",false
"Send email 104","Send follow-up email to clients.","",false
"Pay bills 104","Pay rent and utility bills.","",true
"Clean house 104","Deep clean the house.","",false
"Exercise 104","Go for a 30-minute jog or run.","",true
"Read book 104","Finish reading current book.","2026-01-14T05:00:00.000Z",true
"Learn new skill 104","Learn React or Vue.js fundamentals.","",true
"Organize files 104","Organize project files and folders.","",false
"Update resume 104","Update resume with recent projects.","",false
"Plan vacation 104","Book flights and hotel for vacation.","",false
"Water plants 104","Water indoor plants.","2026-11-16T05:00:00.000Z",false
"Walk the dog 104","Take dog for a walk in the park.","",false
"Prepare presentation 104","Create slides for presentation.","",true
"Code review 104","Review code for security issues.","",false
"Database migration 104","Migrate data to new database.","",false
"Feed the fish 105","","2026-09-22T04:00:00.000Z",false
"Wash my clothes 105","The fish is hungry so give him some food.","",false
"Buy groceries 105","Need to wash all dirty clothes before Friday.","",false
"Call mom 105","Buy milk, eggs, bread, and vegetables.","",false
"Review pull requests 105","Call to catch up and discuss plans.","",false
"Update documentation 105","Check and approve pending pull requests.","2026-02-03T05:00:00.000Z",false
"Fix bugs 105","Update API documentation with new endpoints.","",false
"Write tests 105","Fix critical bugs reported by users.","",true
"Deploy application 105","Write unit tests for new features.","",false
"Backup database 105","Deploy latest version to production.","",false
"Schedule meeting 105","Backup all important database records.","2026-10-23T04:00:00.000Z",true
"Send email 105","Schedule meeting with team leads.","",true
"Pay bills 105","Send follow-up email to clients.","",false
"Clean house 105","Pay rent and utility bills.","",false
"Exercise 105","Deep clean the house.","",true
"Read book 105","Go for a 30-minute jog or run.","2026-06-06T04:00:00.000Z",false
"Learn new skill 105","Finish reading current book.","",false
"Organize files 105","Learn React or Vue.js fundamentals.","",true
"Update resume 105","Organize project files and folders.","",false
"Plan vacation 105","Update resume with recent projects.","",true
"Water plants 105","Book flights and hotel for vacation.","2026-07-29T04:00:00.000Z",false
"Walk the dog 105","Water indoor plants.","",false
"Prepare presentation 105","Take dog for a walk in the park.","",false
"Code review 105","Create slides for presentation.","",true
"Database migration 105","Review code for security issues.","",false
"Feed the fish 106","Migrate data to new database.","2026-04-05T04:00:00.000Z",false
"Wash my clothes 106","","",false
"Buy groceries 106","The fish is hungry so give him some food.","",false
"Call mom 106","Need to wash all dirty clothes before Friday.","",false
"Review pull requests 106","Buy milk, eggs, bread, and vegetables.","",true
"Update documentation 106","Call to catch up and discuss plans.","2026-11-13T05:00:00.000Z",true
"Fix bugs 106","Check and approve pending pull requests.","",true
"Write tests 106","Update API documentation with new endpoints.","",true
"Deploy application 106","Fix critical bugs reported by users.","",true
"Backup database 106","Write unit tests for new features.","",false
"Schedule meeting 106","Deploy latest version to production.","2026-02-16T05:00:00.000Z",false
"Send email 106","Backup all important database records.","",false
"Pay bills 106","Schedule meeting with team leads.","",false
"Clean house 106","Send follow-up email to clients.","",true
"Exercise 106","Pay rent and utility bills.","",false
"Read book 106","Deep clean the house.","2026-08-28T04:00:00.000Z",false
"Learn new skill 106","Go for a 30-minute jog or run.","",true
"Organize files 106","Finish reading current book.","",false
"Update resume 106","Learn React or Vue.js fundamentals.","",true
"Plan vacation 106","Organize project files and folders.","",false
"Water plants 106","Update resume with recent projects.","2026-10-20T04:00:00.000Z",false
"Walk the dog 106","Book flights and hotel for vacation.","",false
"Prepare presentation 106","Water indoor plants.","",false
"Code review 106","Take dog for a walk in the park.","",false
"Database migration 106","Create slides for presentation.","",false
"Feed the fish 107","Review code for security issues.","2026-03-17T04:00:00.000Z",false
"Wash my clothes 107","Migrate data to new database.","",false
"Buy groceries 107","","",true
"Call mom 107","The fish is hungry so give him some food.","",false
"Review pull requests 107","Need to wash all dirty clothes before Friday.","",false
"Update documentation 107","Buy milk, eggs, bread, and vegetables.","2026-09-05T04:00:00.000Z",false
"Fix bugs 107","Call to catch up and discuss plans.","",true
"Write tests 107","Check and approve pending pull requests.","",true
"Deploy application 107","Update API documentation with new endpoints.","",false
"Backup database 107","Fix critical bugs reported by users.","",true
"Schedule meeting 107","Write unit tests for new features.","2026-11-28T05:00:00.000Z",true
"Send email 107","Deploy latest version to production.","",false
"Pay bills 107","Backup all important database records.","",false
"Clean house 107","Schedule meeting with team leads.","",false
"Exercise 107","Send follow-up email to clients.","",false
"Read book 107","Pay rent and utility bills.","2026-04-06T04:00:00.000Z",true
"Learn new skill 107","Deep clean the house.","",true
"Organize files 107","Go for a 30-minute jog or run.","",false
"Update resume 107","Finish reading current book.","",true
"Plan vacation 107","Learn React or Vue.js fundamentals.","",true
"Water plants 107","Organize project files and folders.","2026-07-10T04:00:00.000Z",true
"Walk the dog 107","Update resume with recent projects.","",true
"Prepare presentation 107","Book flights and hotel for vacation.","",true
"Code review 107","Water indoor plants.","",false
"Database migration 107","Take dog for a walk in the park.","",false
"Feed the fish 108","Create slides for presentation.","2026-11-05T05:00:00.000Z",true
"Wash my clothes 108","Review code for security issues.","",true
"Buy groceries 108","Migrate data to new database.","",false
"Call mom 108","","",true
"Review pull requests 108","The fish is hungry so give him some food.","",false
"Update documentation 108","Need to wash all dirty clothes before Friday.","2026-05-29T04:00:00.000Z",false
"Fix bugs 108","Buy milk, eggs, bread, and vegetables.","",false
"Write tests 108","Call to catch up and discuss plans.","",false
"Deploy application 108","Check and approve pending pull requests.","",true
"Backup database 108","Update API documentation with new endpoints.","",false
"Schedule meeting 108","Fix critical bugs reported by users.","2026-10-26T04:00:00.000Z",false
"Send email 108","Write unit tests for new features.","",false
"Pay bills 108","Deploy latest version to production.","",true
"Clean house 108","Backup all important database records.","",false
"Exercise 108","Schedule meeting with team leads.","",false
"Read book 108","Send follow-up email to clients.","2026-11-18T05:00:00.000Z",false
"Learn new skill 108","Pay rent and utility bills.","",false
"Organize files 108","Deep clean the house.","",false
"Update resume 108","Go for a 30-minute jog or run.","",true
"Plan vacation 108","Finish reading current book.","",true
"Water plants 108","Learn React or Vue.js fundamentals.","2026-04-07T04:00:00.000Z",false
"Walk the dog 108","Organize project files and folders.","",true
"Prepare presentation 108","Update resume with recent projects.","",false
"Code review 108","Book flights and hotel for vacation.","",false
"Database migration 108","Water indoor plants.","",true
"Feed the fish 109","Take dog for a walk in the park.","2026-08-11T04:00:00.000Z",false
"Wash my clothes 109","Create slides for presentation.","",false
"Buy groceries 109","Review code for security issues.","",false
"Call mom 109","Migrate data to new database.","",false
"Review pull requests 109","","",false
"Update documentation 109","The fish is hungry so give him some food.","2026-07-17T04:00:00.000Z",true
"Fix bugs 109","Need to wash all dirty clothes before Friday.","",false
"Write tests 109","Buy milk, eggs, bread, and vegetables.","",false
"Deploy application 109","Call to catch up and discuss plans.","",false
"Backup database 109","Check and approve pending pull requests.","",false
"Schedule meeting 109","Update API documentation with new endpoints.","2026-12-28T05:00:00.000Z",true
"Send email 109","Fix critical bugs reported by users.","",false
"Pay bills 109","Write unit tests for new features.","",false
"Clean house 109","Deploy latest version to production.","",false
"Exercise 109","Backup all important database records.","",false
"Read book 109","Schedule meeting with team leads.","2026-03-16T04:00:00.000Z",false
"Learn new skill 109","Send follow-up email to clients.","",false
"Organize files 109","Pay rent and utility bills.","",true
"Update resume 109","Deep clean the house.","",true
"Plan vacation 109","Go for a 30-minute jog or run.","",true
"Water plants 109","Finish reading current book.","2026-02-09T05:00:00.000Z",false
"Walk the dog 109","Learn React or Vue.js fundamentals.","",false
"Prepare presentation 109","Organize project files and folders.","",false
"Code review 109","Update resume with recent projects.","",false
"Database migration 109","Book flights and hotel for vacation.","",true
"Feed the fish 110","Water indoor plants.","2026-06-29T04:00:00.000Z",false
"Wash my clothes 110","Take dog for a walk in the park.","",false
"Buy groceries 110","Create slides for presentation.","",false
"Call mom 110","Review code for security issues.","",true
"Review pull requests 110","Migrate data to new database.","",true
"Update documentation 110","","2026-12-15T05:00:00.000Z",true
"Fix bugs 110","The fish is hungry so give him some food.","",true
"Write tests 110","Need to wash all dirty clothes before Friday.","",false
"Deploy application 110","Buy milk, eggs, bread, and vegetables.","",false
"Backup database 110","Call to catch up and discuss plans.","",true
"Schedule meeting 110","Check and approve pending pull requests.","2026-08-06T04:00:00.000Z",true
"Send email 110","Update API documentation with new endpoints.","",false
"Pay bills 110","Fix critical bugs reported by users.","",false
"Clean house 110","Write unit tests for new features.","",true
"Exercise 110","Deploy latest version to production.","",false
"Read book 110","Backup all important database records.","2026-01-13T05:00:00.000Z",false
"Learn new skill 110","Schedule meeting with team leads.","",true
"Organize files 110","Send follow-up email to clients.","",false
"Update resume 110","Pay rent and utility bills.","",false
"Plan vacation 110","Deep clean the house.","",true
"Water plants 110","Go for a 30-minute jog or run.","2026-05-24T04:00:00.000Z",false
"Walk the dog 110","Finish reading current book.","",false
"Prepare presentation 110","Learn React or Vue.js fundamentals.","",true
"Code review 110","Organize project files and folders.","",true
"Database migration 110","Update resume with recent projects.","",false
"Feed the fish 111","Book flights and hotel for vacation.","2026-11-06T05:00:00.000Z",false
"Wash my clothes 111","Water indoor plants.","",false
"Buy groceries 111","Take dog for a walk in the park.","",true
"Call mom 111","Create slides for presentation.","",false
"Review pull requests 111","Review code for security issues.","",false
"Update documentation 111","Migrate data to new database.","2026-06-23T04:00:00.000Z",false
"Fix bugs 111","","",false
"Write tests 111","The fish is hungry so give him some food.","",true
"Deploy application 111","Need to wash all dirty clothes before Friday.","",false
"Backup database 111","Buy milk, eggs, bread, and vegetables.","",false
"Schedule meeting 111","Call to catch up and discuss plans.","2026-11-14T05:00:00.000Z",true
"Send email 111","Check and approve pending pull requests.","",true
"Pay bills 111","Update API documentation with new endpoints.","",true
"Clean house 111","Fix critical bugs reported by users.","",true
"Exercise 111","Write unit tests for new features.","",false
"Read book 111","Deploy latest version to production.","2026-07-19T04:00:00.000Z",false
"Learn new skill 111","Backup all important database records.","",false
"Organize files 111","Schedule meeting with team leads.","",true
"Update resume 111","Send follow-up email to clients.","",false
"Plan vacation 111","Pay rent and utility bills.","",true
"Water plants 111","Deep clean the house.","2026-05-13T04:00:00.000Z",false
"Walk the dog 111","Go for a 30-minute jog or run.","",false
"Prepare presentation 111","Finish reading current book.","",true
"Code review 111","Learn React or Vue.js fundamentals.","",false
"Database migration 111","Organize project files and folders.","",true
"Feed the fish 112","Update resume with recent projects.","2026-08-15T04:00:00.000Z",true
"Wash my clothes 112","Book flights and hotel for vacation.","",true
"Buy groceries 112","Water indoor plants.","",false
"Call mom 112","Take dog for a walk in the park.","",true
"Review pull requests 112","Create slides for presentation.","",true
"Update documentation 112","Review code for security issues.","2026-11-09T05:00:00.000Z",false
"Fix bugs 112","Migrate data to new database.","",false
"Write tests 112","","",false
"Deploy application 112","The fish is hungry so give him some food.","",false
"Backup database 112","Need to wash all dirty clothes before Friday.","",false
"Schedule meeting 112","Buy milk, eggs, bread, and vegetables.","2026-05-01T04:00:00.000Z",false
"Send email 112","Call to catch up and discuss plans.","",false
"Pay bills 112","Check and approve pending pull requests.","",false
"Clean house 112","Update API documentation with new endpoints.","",true
"Exercise 112","Fix critical bugs reported by users.","",true
"Read book 112","Write unit tests for new features.","2026-02-03T05:00:00.000Z",true
"Learn new skill 112","Deploy latest version to production.","",true
"Organize files 112","Backup all important database records.","",true
"Update resume 112","Schedule meeting with team leads.","",false
"Plan vacation 112","Send follow-up email to clients.","",false
"Water plants 112","Pay rent and utility bills.","2026-11-23T05:00:00.000Z",true
"Walk the dog 112","Deep clean the house.","",false
"Prepare presentation 112","Go for a 30-minute jog or run.","",false
"Code review 112","Finish reading current book.","",false
"Database migration 112","Learn React or Vue.js fundamentals.","",true
"Feed the fish 113","Organize project files and folders.","2026-03-24T04:00:00.000Z",false
"Wash my clothes 113","Update resume with recent projects.","",true
"Buy groceries 113","Book flights and hotel for vacation.","",true
"Call mom 113","Water indoor plants.","",true
"Review pull requests 113","Take dog for a walk in the park.","",false
"Update documentation 113","Create slides for presentation.","2026-08-17T04:00:00.000Z",false
"Fix bugs 113","Review code for security issues.","",false
"Write tests 113","Migrate data to new database.","",false
"Deploy application 113","","",false
"Backup database 113","The fish is hungry so give him some food.","",false
"Schedule meeting 113","Need to wash all dirty clothes before Friday.","2026-05-03T04:00:00.000Z",false
"Send email 113","Buy milk, eggs, bread, and vegetables.","",false
"Pay bills 113","Call to catch up and discuss plans.","",false
"Clean house 113","Check and approve pending pull requests.","",true
"Exercise 113","Update API documentation with new endpoints.","",false
"Read book 113","Fix critical bugs reported by users.","2026-09-05T04:00:00.000Z",true
"Learn new skill 113","Write unit tests for new features.","",false
"Organize files 113","Deploy latest version to production.","",false
"Update resume 113","Backup all important database records.","",true
"Plan vacation 113","Schedule meeting with team leads.","",false
"Water plants 113","Send follow-up email to clients.","2026-04-23T04:00:00.000Z",false
"Walk the dog 113","Pay rent and utility bills.","",false
"Prepare presentation 113","Deep clean the house.","",false
"Code review 113","Go for a 30-minute jog or run.","",true
"Database migration 113","Finish reading current book.","",false
"Feed the fish 114","Learn React or Vue.js fundamentals.","2026-04-03T04:00:00.000Z",false
"Wash my clothes 114","Organize project files and folders.","",true
"Buy groceries 114","Update resume with recent projects.","",false
"Call mom 114","Book flights and hotel for vacation.","",true
"Review pull requests 114","Water indoor plants.","",false
"Update documentation 114","Take dog for a walk in the park.","2026-07-30T04:00:00.000Z",false
"Fix bugs 114","Create slides for presentation.","",false
"Write tests 114","Review code for security issues.","",false
"Deploy application 114","Migrate data to new database.","",true
"Backup database 114","","",true
"Schedule meeting 114","The fish is hungry so give him some food.","2026-10-18T04:00:00.000Z",false
"Send email 114","Need to wash all dirty clothes before Friday.","",true
"Pay bills 114","Buy milk, eggs, bread, and vegetables.","",false
"Clean house 114","Call to catch up and discuss plans.","",false
"Exercise 114","Check and approve pending pull requests.","",true
"Read book 114","Update API documentation with new endpoints.","2026-09-15T04:00:00.000Z",false
"Learn new skill 114","Fix critical bugs reported by users.","",true
"Organize files 114","Write unit tests for new features.","",false
"Update resume 114","Deploy latest version to production.","",false
"Plan vacation 114","Backup all important database records.","",false
"Water plants 114","Schedule meeting with team leads.","2026-10-09T04:00:00.000Z",true
"Walk the dog 114","Send follow-up email to clients.","",false
"Prepare presentation 114","Pay rent and utility bills.","",false
"Code review 114","Deep clean the house.","",false
"Database migration 114","Go for a 30-minute jog or run.","",true
"Feed the fish 115","Finish reading current book.","2026-02-11T05:00:00.000Z",false
"Wash my clothes 115","Learn React or Vue.js fundamentals.","",false
"Buy groceries 115","Organize project files and folders.","",false
"Call mom 115","Update resume with recent projects.","",false
"Review pull requests 115","Book flights and hotel for vacation.","",true
"Update documentation 115","Water indoor plants.","2026-12-23T05:00:00.000Z",false
"Fix bugs 115","Take dog for a walk in the park.","",false
"Write tests 115","Create slides for presentation.","",true
"Deploy application 115","Review code for security issues.","",false
"Backup database 115","Migrate data to new database.","",false
"Schedule meeting 115","","2026-09-12T04:00:00.000Z",false
"Send email 115","The fish is hungry so give him some food.","",false
"Pay bills 115","Need to wash all dirty clothes before Friday.","",false
"Clean house 115","Buy milk, eggs, bread, and vegetables.","",true
"Exercise 115","Call to catch up and discuss plans.","",false
"Read book 115","Check and approve pending pull requests.","2026-10-30T04:00:00.000Z",true
"Learn new skill 115","Update API documentation with new endpoints.","",true
"Organize files 115","Fix critical bugs reported by users.","",false
"Update resume 115","Write unit tests for new features.","",true
"Plan vacation 115","Deploy latest version to production.","",false
"Water plants 115","Backup all important database records.","2026-04-16T04:00:00.000Z",true
"Walk the dog 115","Schedule meeting with team leads.","",false
"Prepare presentation 115","Send follow-up email to clients.","",false
"Code review 115","Pay rent and utility bills.","",false
"Database migration 115","Deep clean the house.","",false
"Feed the fish 116","Go for a 30-minute jog or run.","2026-10-19T04:00:00.000Z",false
"Wash my clothes 116","Finish reading current book.","",false
"Buy groceries 116","Learn React or Vue.js fundamentals.","",false
"Call mom 116","Organize project files and folders.","",false
"Review pull requests 116","Update resume with recent projects.","",false
"Update documentation 116","Book flights and hotel for vacation.","2026-11-21T05:00:00.000Z",true
"Fix bugs 116","Water indoor plants.","",true
"Write tests 116","Take dog for a walk in the park.","",false
"Deploy application 116","Create slides for presentation.","",true
"Backup database 116","Review code for security issues.","",false
"Schedule meeting 116","Migrate data to new database.","2026-10-21T04:00:00.000Z",false
"Send email 116","","",true
"Pay bills 116","The fish is hungry so give him some food.","",true
"Clean house 116","Need to wash all dirty clothes before Friday.","",false
"Exercise 116","Buy milk, eggs, bread, and vegetables.","",false
"Read book 116","Call to catch up and discuss plans.","2026-06-20T04:00:00.000Z",false
"Learn new skill 116","Check and approve pending pull requests.","",false
"Organize files 116","Update API documentation with new endpoints.","",false
"Update resume 116","Fix critical bugs reported by users.","",true
"Plan vacation 116","Write unit tests for new features.","",false
"Water plants 116","Deploy latest version to production.","2026-10-14T04:00:00.000Z",false
"Walk the dog 116","Backup all important database records.","",false
"Prepare presentation 116","Schedule meeting with team leads.","",true
"Code review 116","Send follow-up email to clients.","",false
"Database migration 116","Pay rent and utility bills.","",true
"Feed the fish 117","Deep clean the house.","2026-02-07T05:00:00.000Z",true
"Wash my clothes 117","Go for a 30-minute jog or run.","",false
"Buy groceries 117","Finish reading current book.","",false
"Call mom 117","Learn React or Vue.js fundamentals.","",true
"Review pull requests 117","Organize project files and folders.","",false
"Update documentation 117","Update resume with recent projects.","2026-06-23T04:00:00.000Z",false
"Fix bugs 117","Book flights and hotel for vacation.","",false
"Write tests 117","Water indoor plants.","",true
"Deploy application 117","Take dog for a walk in the park.","",true
"Backup database 117","Create slides for presentation.","",false
"Schedule meeting 117","Review code for security issues.","2026-10-23T04:00:00.000Z",false
"Send email 117","Migrate data to new database.","",false
"Pay bills 117","","",false
"Clean house 117","The fish is hungry so give him some food.","",false
"Exercise 117","Need to wash all dirty clothes before Friday.","",true
"Read book 117","Buy milk, eggs, bread, and vegetables.","2026-10-26T04:00:00.000Z",false
"Learn new skill 117","Call to catch up and discuss plans.","",true
"Organize files 117","Check and approve pending pull requests.","",false
"Update resume 117","Update API documentation with new endpoints.","",false
"Plan vacation 117","Fix critical bugs reported by users.","",false
"Water plants 117","Write unit tests for new features.","2026-07-15T04:00:00.000Z",false
"Walk the dog 117","Deploy latest version to production.","",false
"Prepare presentation 117","Backup all important database records.","",false
"Code review 117","Schedule meeting with team leads.","",false
"Database migration 117","Send follow-up email to clients.","",true
"Feed the fish 118","Pay rent and utility bills.","2026-02-05T05:00:00.000Z",false
"Wash my clothes 118","Deep clean the house.","",false
"Buy groceries 118","Go for a 30-minute jog or run.","",false
"Call mom 118","Finish reading current book.","",false
"Review pull requests 118","Learn React or Vue.js fundamentals.","",false
"Update documentation 118","Organize project files and folders.","2026-07-31T04:00:00.000Z",true
"Fix bugs 118","Update resume with recent projects.","",true
"Write tests 118","Book flights and hotel for vacation.","",true
"Deploy application 118","Water indoor plants.","",false
"Backup database 118","Take dog for a walk in the park.","",false
"Schedule meeting 118","Create slides for presentation.","2026-06-17T04:00:00.000Z",false
